,Unnamed: 0,lam_MB,lam_MD,lam_MS,lam_diff,lam_diffproduction,method,mu_DNs,mu_DPs,mu_MN,mu_MP,mu_PN,mu_PP,n_div,production
0,0,0.001,0.001,0.001,599.9965771000001,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,3911009024.0
1,0,0.001,0.001,1e-06,0.121487561,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,1071304278.0
2,0,0.001,0.001,1e-09,0.12148485199999999,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,1071276187.0
3,0,0.001,0.001,1e-12,0.121484848,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,1071276159.0
4,0,0.001,0.001,0.0,0.121484836,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,1071276160.0
5,0,0.001,1e-06,0.001,599.8821918,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,4047287335.0
6,0,0.001,1e-06,1e-06,0.081036685,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,2581246741.0
7,0,0.001,1e-06,1e-09,0.081038148,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,2581920466.0
8,0,0.001,1e-06,1e-12,0.081038148,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,2581921141.0
9,0,0.001,1e-06,0.0,0.08103815,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,2581921142.0
10,0,0.001,1e-09,0.001,1.487871687,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,4072625304.0
11,0,0.001,1e-09,1e-06,0.07678359900000001,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,3702259933.0
12,0,0.001,1e-09,1e-09,0.081536771,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,3994903442.0
13,0,0.001,1e-09,1e-12,0.08153675,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,3995576169.0
14,0,0.001,1e-09,0.0,0.081536752,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,3995576857.0
15,0,0.001,1e-12,0.001,1.487874956,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,4072685607.0
16,0,0.001,1e-12,1e-06,0.075815783,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,3753928244.0
17,0,0.001,1e-12,1e-09,0.083881735,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,5027600145.0
18,0,0.001,1e-12,1e-12,0.087797689,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,5302996891.0
19,0,0.001,1e-12,0.0,0.08850446599999999,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,5303683743.0
20,0,1e-06,0.001,0.001,599.999933,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,5746929041.0
21,0,1e-06,0.001,1e-06,0.111630889,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,1098310208.0
22,0,1e-06,0.001,1e-09,0.111631188,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,1098282885.0
23,0,1e-06,0.001,1e-12,0.111631174,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,1098282857.0
24,0,1e-06,0.001,0.0,0.111631174,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,1098282857.0
25,0,1e-06,1e-06,0.001,599.9999971,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,10289218202.0
26,0,1e-06,1e-06,1e-06,0.049175184000000004,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,2815169930.0
27,0,1e-06,1e-06,1e-09,0.049175799000000006,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,2815125149.0
28,0,1e-06,1e-06,1e-12,0.049175802000000005,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,2815125106.0
29,0,1e-06,1e-06,0.0,0.049175802000000005,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,2815125106.0
30,0,1e-06,1e-09,0.001,599.315564,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,10421160454.0
31,0,1e-06,1e-09,1e-06,599.9983492,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,9233042301.0
32,0,1e-06,1e-09,1e-09,0.031417632,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,4646031090.0
33,0,1e-06,1e-09,1e-12,0.032978265,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,4645894650.0
34,0,1e-06,1e-09,0.0,0.032978262,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,4645894646.0
35,0,1e-06,1e-12,0.001,1.490592586,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,10444555660.0
36,0,1e-06,1e-12,1e-06,1.28221199,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,9682149449.0
37,0,1e-06,1e-12,1e-09,599.9977701,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,8525101456.0
38,0,1e-06,1e-12,1e-12,0.02447805,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,6516317360.0
39,0,1e-06,1e-12,0.0,0.024478007000000003,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,6516318022.0
40,0,1e-09,0.001,0.001,599.999933,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,5753209880.0
41,0,1e-09,0.001,1e-06,0.111630159,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,1098339788.0
42,0,1e-09,0.001,1e-09,0.11670343400000001,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,1098372275.0
43,0,1e-09,0.001,1e-12,0.116703414,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,1098372248.0
44,0,1e-09,0.001,0.0,0.116703415,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,1098372248.0
45,0,1e-09,1e-06,0.001,599.999933,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,12102169332.0
46,0,1e-09,1e-06,1e-06,0.04917387,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,2815496407.0
47,0,1e-09,1e-06,1e-09,0.049174475,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,2815450799.0
48,0,1e-09,1e-06,1e-12,0.049174487999999995,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,2815450763.0
49,0,1e-09,1e-06,0.0,0.049174487,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,2815450763.0
50,0,1e-09,1e-09,0.001,599.9994278,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,16644990397.0
51,0,1e-09,1e-09,1e-06,599.9923126,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,11018911278.0
52,0,1e-09,1e-09,1e-09,0.03300068,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,4647133932.0
53,0,1e-09,1e-09,1e-12,0.031416521,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,4647334901.0
54,0,1e-09,1e-09,0.0,0.031416524,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,4647334905.0
55,0,1e-09,1e-12,0.001,594.7680482000001,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,16780784144.0
56,0,1e-09,1e-12,1e-06,599.9998386,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,15592507730.0
57,0,1e-09,1e-12,1e-09,599.999933,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,10304942473.0
58,0,1e-09,1e-12,1e-12,0.024477507000000003,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,6519509324.0
59,0,1e-09,1e-12,0.0,0.024477396000000002,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,6519509102.0
60,0,1e-12,0.001,0.001,599.999933,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,5753216575.0
61,0,1e-12,0.001,1e-06,0.111630168,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,1098339817.0
62,0,1e-12,0.001,1e-09,0.116703438,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,1098372304.0
63,0,1e-12,0.001,1e-12,0.11670386599999999,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,1098372244.0
64,0,1e-12,0.001,0.0,0.116703407,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,1098372276.0
65,0,1e-12,1e-06,0.001,599.999933,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,12108699928.0
66,0,1e-12,1e-06,1e-06,0.049173867999999996,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,2815496733.0
67,0,1e-12,1e-06,1e-09,0.04917447,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,2815451122.0
68,0,1e-12,1e-06,1e-12,0.049174485,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,2815451088.0
69,0,1e-12,1e-06,0.0,0.049174484000000004,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,2815451087.0
70,0,1e-12,1e-09,0.001,599.9996977000001,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,18460106831.0
71,0,1e-12,1e-09,1e-06,599.999933,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,11025235554.0
72,0,1e-12,1e-09,1e-09,0.03300068,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,4647135180.0
73,0,1e-12,1e-09,1e-12,0.031416477000000005,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,4647336131.0
74,0,1e-12,1e-09,0.0,0.031416479,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,4647336135.0
75,0,1e-12,1e-12,0.001,599.9962207000001,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,23000950678.0
76,0,1e-12,1e-12,1e-06,599.999933,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,17380197939.0
77,0,1e-12,1e-12,1e-09,599.8899142000001,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,10307933873.0
78,0,1e-12,1e-12,1e-12,0.024477506,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,6519512546.0
79,0,1e-12,1e-12,0.0,0.024477346,0,diff_select,1.5,1.35,1.5,1.35,1.5,1.5,4,6519512227.0
80,0,0.001,0.001,0.001,0.158327732,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,982086541.0
81,0,0.001,0.001,1e-06,0.158273729,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,981663325.4
82,0,0.001,0.001,1e-09,0.15827367,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,981662901.6
83,0,0.001,0.001,1e-12,0.158273674,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,981662901.0
84,0,0.001,0.001,0.0,0.158273674,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,981662901.2
85,0,0.001,1e-06,0.001,0.10921273699999999,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,2083921219.0
86,0,0.001,1e-06,1e-06,0.106661939,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,2318817535.0
87,0,0.001,1e-06,1e-09,0.106690312,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,2319286397.0
88,0,0.001,1e-06,1e-12,0.106690344,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,2319286866.0
89,0,0.001,1e-06,0.0,0.10669035,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,2319286867.0
90,0,0.001,1e-09,0.001,0.10642223699999999,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,2149669128.0
91,0,0.001,1e-09,1e-06,0.10677552800000001,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,3369289232.0
92,0,0.001,1e-09,1e-09,0.106150544,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,3591190588.0
93,0,0.001,1e-09,1e-12,0.106940295,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,3591650406.0
94,0,0.001,1e-09,0.0,0.106940304,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,3591650847.0
95,0,0.001,1e-12,0.001,0.106426891,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,2149747819.0
96,0,0.001,1e-12,1e-06,0.10549439,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,3430868573.0
97,0,0.001,1e-12,1e-09,0.111105926,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,4576262367.0
98,0,0.001,1e-12,1e-12,0.114480149,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,4785473021.0
99,0,0.001,1e-12,0.0,0.11449255900000001,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,4785886560.0
100,0,1e-06,0.001,0.001,0.150523185,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,1003213937.0
101,0,1e-06,0.001,1e-06,0.15037529300000002,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,1002342404.0
102,0,1e-06,0.001,1e-09,0.150375081,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,1002341538.0
103,0,1e-06,0.001,1e-12,0.150375085,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,1002341537.0
104,0,1e-06,0.001,0.0,0.150375084,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,1002341536.0
105,0,1e-06,1e-06,0.001,0.07477353099999999,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,2481374463.0
106,0,1e-06,1e-06,1e-06,0.074832379,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,2479916706.0
107,0,1e-06,1e-06,1e-09,0.074832439,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,2479915244.0
108,0,1e-06,1e-06,1e-12,0.074832439,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,2479915242.0
109,0,1e-06,1e-06,0.0,0.07483244,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,2479915242.0
110,0,1e-06,1e-09,0.001,0.052633571,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,3761309036.0
111,0,1e-06,1e-09,1e-06,0.048774622999999996,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,4036539192.0
112,0,1e-06,1e-09,1e-09,0.048774643,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,4037086958.0
113,0,1e-06,1e-09,1e-12,0.04877464,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,4037087505.0
114,0,1e-06,1e-09,0.0,0.048774640999999994,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,4037087506.0
115,0,1e-06,1e-12,0.001,0.048751811,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,3840402428.0
116,0,1e-06,1e-12,1e-06,0.03909501,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,5341948677.0
117,0,1e-06,1e-12,1e-09,0.03909502,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,5622950306.0
118,0,1e-06,1e-12,1e-12,0.039095014,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,5623498136.0
119,0,1e-06,1e-12,0.0,0.039095013,0,diff_select,1.5,0.75,1.5,0.75,1.5,1.5,4,5623498690.0
